-20.0 2000.00 1.056348730256630e-07
-20.0 2010.00 1.055536931302828e-07
-20.0 2020.00 1.054162252805770e-07
-20.0 2030.00 1.052486659786537e-07
-20.0 2040.00 1.050808499895569e-07
-20.0 2050.00 1.049389157553522e-07
-20.0 2060.00 1.048336031026743e-07
-20.0 2070.00 1.047687963891853e-07
-20.0 2080.00 1.047269788875857e-07
-20.0 2090.00 1.046971555934251e-07
-20.0 2100.00 1.046643231633401e-07
-20.0 2110.00 1.046211258221528e-07
-20.0 2120.00 1.045661093626239e-07
-20.0 2130.00 1.045074598087552e-07
-20.0 2140.00 1.044528732720559e-07
-20.0 2150.00 1.044119555645747e-07
-20.0 2160.00 1.043937316666638e-07
-20.0 2170.00 1.044001569199343e-07
-20.0 2180.00 1.044300651383688e-07
-20.0 2190.00 1.044776387592565e-07
-20.0 2200.00 1.045293659222198e-07
-20.0 2210.00 1.045772866289101e-07
-20.0 2220.00 1.046073859004502e-07
-20.0 2230.00 1.046188311641848e-07
-20.0 2240.00 1.046065875289660e-07
-20.0 2250.00 1.045791546667051e-07
-20.0 2260.00 1.045478073571519e-07
-20.0 2270.00 1.045214042050962e-07
-20.0 2280.00 1.045156080420044e-07
-20.0 2290.00 1.045329844551275e-07
-20.0 2300.00 1.045722740522378e-07
-20.0 2310.00 1.046231973736318e-07
-20.0 2320.00 1.046697054212109e-07
-20.0 2330.00 1.047034747287105e-07
-20.0 2340.00 1.047131827645232e-07
-20.0 2350.00 1.047061811623872e-07
-20.0 2360.00 1.046913205619023e-07
-20.0 2370.00 1.046794992857432e-07
-20.0 2380.00 1.046775910681850e-07
-20.0 2390.00 1.046905865993098e-07
-20.0 2400.00 1.047107966524601e-07
-20.0 2410.00 1.047296456269879e-07
-20.0 2420.00 1.047426790768029e-07
-20.0 2430.00 1.047487998823833e-07
-20.0 2440.00 1.047494377185801e-07
-20.0 2450.00 1.047524081348962e-07
-20.0 2460.00 1.047628317805249e-07
-20.0 2470.00 1.047762634103860e-07
-20.0 2480.00 1.047915149217863e-07
-20.0 2490.00 1.048049827012245e-07
-20.0 2500.00 1.048153769922186e-07
-20.0 2510.00 1.048220268144792e-07
-20.0 2520.00 1.048281283366231e-07
-20.0 2530.00 1.048285353130354e-07
-20.0 2540.00 1.048209995076990e-07
-20.0 2550.00 1.047857824644166e-07
-20.0 2560.00 1.047107088653797e-07
-20.0 2570.00 1.045853232399557e-07
-20.0 2580.00 1.044076872737853e-07
-20.0 2590.00 1.041931111978492e-07
-20.0 2600.00 1.039600371551210e-07
-20.0 2610.00 1.032060390658196e-07
-20.0 2620.00 1.032060257005600e-07
-20.0 2630.00 1.032061937723598e-07
-20.0 2640.00 1.032060487407458e-07
-20.0 2650.00 1.032057350854213e-07
-20.0 2660.00 1.032059589757801e-07
-20.0 2670.00 1.032060019625560e-07
-20.0 2680.00 1.032057327918396e-07
-20.0 2690.00 1.032055991718222e-07
-20.0 2700.00 1.032058025980661e-07
-20.0 2710.00 1.032056615928290e-07
-20.0 2720.00 1.032054037490183e-07
-20.0 2730.00 1.032053666614381e-07
-20.0 2740.00 1.032053611781371e-07
-20.0 2750.00 1.032054022535337e-07
-20.0 2760.00 1.032049683267967e-07
-20.0 2770.00 1.032051634935805e-07
-20.0 2780.00 1.032052092488109e-07
-20.0 2790.00 1.032048894898003e-07
-20.0 2800.00 1.032048701549367e-07
-20.0 2810.00 1.032048792243520e-07
-20.0 2820.00 1.032047853436059e-07
-20.0 2830.00 1.032046400493157e-07
-20.0 2840.00 1.032046961523710e-07
-20.0 2850.00 1.032043904510259e-07
-20.0 2860.00 1.032042590425073e-07
-20.0 2870.00 1.032045133020008e-07
-20.0 2880.00 1.032040853100257e-07
-20.0 2890.00 1.032040636944907e-07
-20.0 2900.00 1.032038710610447e-07
-20.0 2910.00 1.032038795268344e-07
-20.0 2920.00 1.032040093083940e-07
-20.0 2930.00 1.032037108176448e-07
-20.0 2940.00 1.032032404444002e-07
-20.0 2950.00 1.032034638632350e-07
-20.0 2960.00 1.032032338737624e-07
-20.0 2970.00 1.032030182533740e-07
-20.0 2980.00 1.032029446947029e-07
-20.0 2990.00 1.032031691644759e-07
-20.0 3000.00 1.032029967527662e-07
-20.0 3010.00 1.032028323231428e-07
-20.0 3020.00 1.032025055082032e-07
-20.0 3030.00 1.032023981445713e-07
-20.0 3040.00 1.032022005519474e-07
-20.0 3050.00 1.032020336234366e-07
-20.0 3060.00 1.032018780524954e-07
-20.0 3070.00 1.032016763516180e-07
-20.0 3080.00 1.032013187674706e-07
-20.0 3090.00 1.032011762946290e-07
-20.0 3100.00 1.032010524248916e-07
-20.0 3110.00 1.032008593835543e-07
-20.0 3120.00 1.032006378442127e-07
-20.0 3130.00 1.032005711602527e-07
-20.0 3140.00 1.032004273675761e-07
-20.0 3150.00 1.032001849289287e-07
-20.0 3160.00 1.031998583945610e-07
-20.0 3170.00 1.031995923124970e-07
-20.0 3180.00 1.031994169368555e-07
-20.0 3190.00 1.031992355252249e-07
-20.0 3200.00 1.031991676132529e-07
-20.0 3210.00 1.031989407660273e-07
-20.0 3220.00 1.031985231001388e-07
-20.0 3230.00 1.031984825110093e-07
-20.0 3240.00 1.031980972175221e-07
-20.0 3250.00 1.031981229138791e-07
-20.0 3260.00 1.031979067409966e-07
-20.0 3270.00 1.031975290347248e-07
-20.0 3280.00 1.031973648100453e-07
-20.0 3290.00 1.347306013505262e-05
-20.0 3300.00 1.347306019721848e-05
-20.0 3310.00 1.347305988998388e-05
-20.0 3320.00 1.347305974843347e-05
-20.0 3330.00 1.347305956358578e-05
-20.0 3340.00 1.347305943435474e-05
-20.0 3350.00 1.347305926639104e-05
-20.0 3360.00 1.347305884215678e-05
-20.0 3370.00 1.347305862770806e-05
-20.0 3380.00 1.347305877093457e-05
-20.0 3390.00 1.347305864306017e-05
-20.0 3400.00 1.347305830861825e-05
-20.0 3410.00 1.347305813969287e-05
-20.0 3420.00 1.347305832763099e-05
-20.0 3430.00 1.347305829604225e-05
-20.0 3440.00 1.347305791425799e-05
-20.0 3450.00 1.347305793762162e-05
-20.0 3460.00 1.347305789435959e-05
-20.0 3470.00 1.347305783031033e-05
-20.0 3480.00 1.347305765223430e-05
-20.0 3490.00 1.347305768252254e-05
-20.0 3500.00 1.347305753811457e-05
-20.0 3510.00 1.347305760304197e-05
-20.0 3520.00 1.347305749080645e-05
-20.0 3530.00 1.347305758235595e-05
