-2.000000000000000000e+01 3.305000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.317000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.328000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.339000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.350000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.361000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.372000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.383000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.395000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.406000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.417000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.429000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.440000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.452000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.463000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.475000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.486000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.498000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.509000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 3.521000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
