-20.0 2000.00 -8.517819353874480e-06
-20.0 2010.00 -8.517819353808779e-06
-20.0 2020.00 -8.517819353795344e-06
-20.0 2030.00 -8.517819353810653e-06
-20.0 2040.00 -8.517819353837873e-06
-20.0 2050.00 -8.517819353865702e-06
-20.0 2060.00 -8.517819353887328e-06
-20.0 2070.00 -8.517819353899471e-06
-20.0 2080.00 -8.517819353901504e-06
-20.0 2090.00 -8.517819353894696e-06
-20.0 2100.00 -8.517819353881511e-06
-20.0 2110.00 -8.517819353865033e-06
-20.0 2120.00 -8.517819353848456e-06
-20.0 2130.00 -8.517819353834689e-06
-20.0 2140.00 -8.517819353826027e-06
-20.0 2150.00 -8.517819353823945e-06
-20.0 2160.00 -8.517819353828956e-06
-20.0 2170.00 -8.517819353840577e-06
-20.0 2180.00 -8.517819353857391e-06
-20.0 2190.00 -8.517819353877176e-06
-20.0 2200.00 -8.517819353897164e-06
-20.0 2210.00 -8.517819353914357e-06
-20.0 2220.00 -8.517819353925956e-06
-20.0 2230.00 -8.517819353929873e-06
-20.0 2240.00 -8.517819353925345e-06
-20.0 2250.00 -8.517819353913622e-06
-20.0 2260.00 -8.517819353898768e-06
-20.0 2270.00 -8.517819353888543e-06
-20.0 2280.00 -8.517819353895373e-06
-20.0 2290.00 -8.517819353935484e-06
-20.0 2300.00 -8.517819354016099e-06
-20.0 2310.00 -8.517819354125145e-06
-20.0 2320.00 -8.517819354232643e-06
-20.0 2330.00 -8.517819354299359e-06
-20.0 2340.00 -8.517819354292435e-06
-20.0 2350.00 -8.517819354208059e-06
-20.0 2360.00 -8.517819354106632e-06
-20.0 2370.00 -8.517819354101455e-06
-20.0 2380.00 -8.517819354261170e-06
-20.0 2390.00 -8.517819354572122e-06
-20.0 2400.00 -8.517819354938982e-06
-20.0 2410.00 -8.517819355216170e-06
-20.0 2420.00 -8.517819355270142e-06
-20.0 2430.00 -8.517819355105224e-06
-20.0 2440.00 -8.517819354925836e-06
-20.0 2450.00 -8.517819354915950e-06
-20.0 2460.00 -8.517819355134759e-06
-20.0 2470.00 -8.517819355494409e-06
-20.0 2480.00 -8.517819355800184e-06
-20.0 2490.00 -8.517819355853390e-06
-20.0 2500.00 -8.517819355660785e-06
-20.0 2510.00 -8.517819355516649e-06
-20.0 2520.00 -8.517819355654302e-06
-20.0 2530.00 -8.517819356081393e-06
-20.0 2540.00 -8.517819356562792e-06
-20.0 2550.00 -8.517819356726251e-06
-20.0 2560.00 -8.517819356291320e-06
-20.0 2570.00 -8.517819355483137e-06
-20.0 2580.00 -8.517819355086131e-06
-20.0 2590.00 -8.517819355717506e-06
-20.0 2600.00 -8.517819357473102e-06
-20.0 2610.00 -8.517819359846478e-06
-20.0 2620.00 -8.517819361879492e-06
-20.0 2630.00 -8.517819362546155e-06
-20.0 2640.00 -8.517819361633568e-06
-20.0 2650.00 -8.517819360235442e-06
-20.0 2660.00 -8.517819359533087e-06
-20.0 2670.00 -8.517819360182901e-06
-20.0 2680.00 -8.517819362075535e-06
-20.0 2690.00 -8.517819364374814e-06
-20.0 2700.00 -8.517819365838519e-06
-20.0 2710.00 -8.517819365715125e-06
-20.0 2720.00 -8.517819364500802e-06
-20.0 2730.00 -8.517819363047512e-06
-20.0 2740.00 -8.517819362032721e-06
-20.0 2750.00 -8.517819361707057e-06
-20.0 2760.00 -8.517819361850924e-06
-20.0 2770.00 -8.517819361940895e-06
-20.0 2780.00 -8.517819361622931e-06
-20.0 2790.00 -8.517819361094217e-06
-20.0 2800.00 -8.517819360720504e-06
-20.0 2810.00 -8.517819360744880e-06
-20.0 2820.00 -8.517819361150675e-06
-20.0 2830.00 -8.517819361660199e-06
-20.0 2840.00 -8.517819361870659e-06
-20.0 2850.00 -8.517819361629272e-06
-20.0 2860.00 -8.517819361253006e-06
-20.0 2870.00 -8.517819361130896e-06
-20.0 2880.00 -8.517819361497714e-06
-20.0 2890.00 -8.517819362327415e-06
-20.0 2900.00 -8.517819363324703e-06
-20.0 2910.00 -8.517819364016639e-06
-20.0 2920.00 -8.517819364088780e-06
-20.0 2930.00 -8.517819363655968e-06
-20.0 2940.00 -8.517819362959507e-06
-20.0 2950.00 -8.517819362217032e-06
-20.0 2960.00 -8.517819361552961e-06
